Episode 1/2000, Reward: 0.3635446950482635 Cash: 8466.046709200968 
Episode 1231/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1241/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1251/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1261/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1271/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1281/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1291/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1301/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1311/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1321/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1331/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1341/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1351/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1361/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1371/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1381/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1391/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1401/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1411/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1421/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1431/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1441/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1451/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1461/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1471/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1481/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1491/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1501/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1511/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1521/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1531/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1541/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1551/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1561/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1571/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1581/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1591/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1601/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1611/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1621/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1631/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1641/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1651/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1661/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1671/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1681/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1691/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1701/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1711/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1721/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1731/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1741/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1751/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1761/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1771/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1781/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1791/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1801/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1811/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1821/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1831/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1841/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1851/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1861/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1871/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1881/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1891/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1901/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1911/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1921/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1931/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1941/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1951/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1961/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1971/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1981/2000, Reward: 0.7772186385575428 Cash: 10000.0 
Episode 1991/2000, Reward: 0.7772186385575428 Cash: 10000.0 
